URL,label
https://www.dalmacijadanas.hr/preminule-su-dvije-osobe-gotovo-300-novih-slucajeva-u-sd-zupaniji-evo-odakle-su-novooboljeli/,NEGATIVE
https://www.dalmacijadanas.hr/visoke-brojke-u-sd-zupaniji-vise-od-280-novih-slucajeva-evo-svih-detalja/,NEGATIVE
https://www.dalmacijadanas.hr/korona-hara-dalmacijom-veliki-broj-novih-slucajeva-u-jednoj-zupaniji-donosimo-detalje/,NEGATIVE
https://www.dalmacijadanas.hr/alarm-u-dijelu-dalmacije-u-bolnici-pucaju-ne-znaju-vise-odakle-dolazi-virus/,NEGATIVE
https://www.dalmacijadanas.hr/nece-svi-poslusati-preporuku-jedna-splitska-zupa-ce-ipak-odrzati-krizmu/,NEGATIVE
https://www.dalmacijadanas.hr/nastavlja-se-online-skola-u-sd-zupaniji-vecina-ucenika-nastavlja-pratiti-nastavu-po-modelu-c/,NEGATIVE
https://www.dalmacijadanas.hr/nadbiskupi-preporucili-odgodu-krizmi-i-pricesti-budimo-spremni-uciniti-i-ovu-malu-zrtvu-s-privremenom-odgodom-zupnih-i-obiteljskih-slavlja/,NEGATIVE
https://www.dalmacijadanas.hr/odluceno-je-u-sd-zupaniji-se-odgadaju-pricesti-i-krizme-evo-svih-detalja/,NEGATIVE
https://www.dalmacijadanas.hr/korona-u-sd-zupaniji-vise-od-300-novih-slucajeva-najvise-ih-je-iz-splita-i-kastela/,NEGATIVE
https://www.dalmacijadanas.hr/pet-osoba-je-preminulo-vise-od-300-novih-slucajeva-u-sd-zupaniji-jos-uvijek-se-ocekuju-sluzbene-brojke-zupanijskog-stozera/,NEGATIVE
https://www.dalmacijadanas.hr/ogromne-brojke-u-dalmaciji-u-jednoj-zupaniji-vise-od-180-novih-slucajeva-preminula-jedna-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/ogromna-steta-u-dalmaciji-vandali-ostetili-ulazna-vrata-interpretacijskog-centra-ovo-je-vec-drugi-vandalski-cin-u-samo-u-nekoliko-mjeseci/,NEGATIVE
https://www.dalmacijadanas.hr/situacija-na-splitskom-podrucju-eskalirala-zeljka-karin-vidjet-cemo-postoji-li-mogucnost-da-se-odgode-pricesti-i-krizme/,NEGATIVE
https://www.dalmacijadanas.hr/postalo-je-zabrinjavajuce-karin-upozorava-u-narednim-danima-mozemo-ocekivati-eskalaciju-zaraze/,NEGATIVE
https://www.dalmacijadanas.hr/korona-hara-dalmacijom-moguce-su-stroze-mjere-za-neke-lokalne-jedinice/,NEGATIVE
https://www.dalmacijadanas.hr/u-sd-zupaniji-umrlo-5-osoba-najveci-broj-novooboljelih-iz-splita-zarista-su-i-kastela-makarska-sinj-solin/,NEGATIVE
https://www.dalmacijadanas.hr/brojke-su-u-porastu-evo-koliko-je-novooboljelih-u-splitsko-dalmatinskoj-zupaniji/,NEGATIVE
https://www.dalmacijadanas.hr/najnoviji-podaci-za-splitsko-dalmtinsku-zupaniju-najvise-novozarazenih-iz-splita-i-kastela-preminule-dvije-osobe/,NEGATIVE
https://www.dalmacijadanas.hr/ima-nade-za-splitski-klub-circus-brojni-gradani-splitskom-poduzetniku-nude-pomoc-hvala-svima-na-rijecima-podrske/,NEGATIVE
https://www.dalmacijadanas.hr/potpuna-neodgovornost-hoce-li-radnici-splitskog-podrucja-dobivati-otkaze-zbog-poteza-hz-a/,NEGATIVE
https://www.dalmacijadanas.hr/vlasnik-poznatog-splitskog-kluba-pred-blokadom-zatvaram-klub-drzava-nam-u-srijedu-stavlja-zadnji-cavao-u-lijes/,NEGATIVE
https://www.dalmacijadanas.hr/korona-u-sd-zupaniji-manje-od-20-novih-slucajeva-evo-odakle-su-novooboljeli/,NEGATIVE
https://www.dalmacijadanas.hr/korona-u-sd-zupaniji-preminulo-je-cetvero-ljudi-evo-koliko-je-novozarazenih/,NEGATIVE
https://www.dalmacijadanas.hr/ivo-ivic-imali-smo-na-respiratoru-34-godisnjaka-bez-komorbiditeta/,NEGATIVE
https://www.dalmacijadanas.hr/stozer-odlucio-produljuju-se-mjere-u-jednoj-dalmatinskoj-zupaniji/,NEGATIVE
https://www.dalmacijadanas.hr/stigli-podaci-stozera-u-splitskoj-bolnici-preminule-3-osobe-evo-odakle-su-novooboljeli/,NEGATIVE
https://www.dalmacijadanas.hr/splitsko-dalmatinska-zupanija-i-danas-biljezi-velik-broj-novooboljelih/,NEGATIVE
https://www.dalmacijadanas.hr/dosta-je-ljudi-na-rivi-uhvatili-smo-redare-civilne-zastite-sve-se-nadzire/,NEGATIVE
https://www.dalmacijadanas.hr/visoke-brojke-u-sd-zupaniji-vise-od-300-novih-slucajeva-evo-odakle-su-novooboljeli/,NEGATIVE
https://www.dalmacijadanas.hr/beros-i-bozinovic-izmedu-sebe-pricaju-o-plenkovicu-nisu-skuzili-da-je-jedan-mikrofon-ostao-ukljucen/,NEGATIVE
https://www.dalmacijadanas.hr/nepokretan-covjek-slucajno-saznao-da-mora-na-cijepljenje-u-482-kilometra-udaljeni-split/,NEGATIVE
https://www.dalmacijadanas.hr/sluzbeni-podaci-stozera-vise-od-2-400-novih-slucajeva-39-osoba-je-preminulo/,NEGATIVE
https://www.dalmacijadanas.hr/brojke-su-nesto-bolje-evo-koliko-je-danas-covid-novozarazenih-u-hrvatskoj/,NEGATIVE
https://www.dalmacijadanas.hr/i-dalje-je-puno-zarazenih-koronavirusom-evo-novih-brojki-testirano-je-vise-od-12-tisuca-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/splitska-vampirica-na-sudu-skandal-tezak-175-milijuna-kuna-tereti-se-za-uzimanje-novca-s-racuna-firme-i-neplacanje-poreza/,NEGATIVE
https://www.dalmacijadanas.hr/milanovic-umjesto-cijepise-ljudi-koriste-izraz-za-spolni-akt/,NEGATIVE
https://www.dalmacijadanas.hr/prosvjetari-traze-da-im-se-u-online-nastavi-plati-dodatnih-10-kn-dnevno-za-struju-grijanje-i-internet/,NEGATIVE
https://www.dalmacijadanas.hr/nesluzbeni-podaci-evo-koliko-je-novooboljelih-u-posljednja-24-sata/,NEGATIVE
https://www.dalmacijadanas.hr/za-podizanje-gotovine-na-bankomatima-bit-ce-dovoljno-samo-stati-ispred-njega/,NEGATIVE
https://www.dalmacijadanas.hr/pozitivan-covid-test-potpredsjednik-vlade-ima-koronu-u-veljaci-cijepljen-pfizerom/,NEGATIVE
https://www.dalmacijadanas.hr/bozinovic-najavio-donijeli-smo-nove-mjere-za-dvije-zupanije/,NEGATIVE
https://www.dalmacijadanas.hr/korona-ne-posustaje-velike-brojke-u-hrvatskoj-evo-koliko-je-novozarazenih/,NEGATIVE
https://www.dalmacijadanas.hr/ogromne-su-brojke-u-hrvatskoj-korona-se-ne-da-evo-koliko-je-danas-novozarazenih-covidom-19/,NEGATIVE
https://www.dalmacijadanas.hr/korona-divlja-jedna-zupanija-odgada-podjelu-sakramenata-svete-krizme/,NEGATIVE
https://www.dalmacijadanas.hr/visoke-brojke-i-dalje-evo-koliko-je-novozarazenih-u-hrvatskoj/,NEGATIVE
https://www.dalmacijadanas.hr/pupovac-o-jasenovcu-ne-zelimo-da-se-ljaga-tog-zlocina-nastavlja/,NEGATIVE
https://www.dalmacijadanas.hr/umjesto-da-se-kuci-lijeci-od-korone-48-godisnjak-isao-u-stanicu-za-tehnicki-pregled/,NEGATIVE
https://www.dalmacijadanas.hr/krunoslav-capak-epidemija-bukti/,NEGATIVE
https://www.dalmacijadanas.hr/nesluzbeni-podaci-hrvatska-danas-broji-puno-vise-novooboljelih-negoli-jucer/,NEGATIVE
https://www.dalmacijadanas.hr/pfizer-najavio-i-trecu-dozu-cijepit-cemo-se-jednom-godisnje/,NEGATIVE
https://www.dalmacijadanas.hr/jucer-2106-novih-slucajeva-zaraze-najgori-smo-u-eu-po-7-dnevnoj-incidenciji-cekaju-se-novi-podaci/,NEGATIVE
https://www.dalmacijadanas.hr/bili-su-omiljeni-u-skoli-pravi-veseljaci-josip-je-htio-okupiti-razred-nakon-sto-prode-korona/,NEGATIVE
https://www.dalmacijadanas.hr/veleposlanik-izraela-u-hrvatskoj-zds-treba-zabraniti-ustase-su-suradivali-s-nacistima/,NEGATIVE
https://www.dalmacijadanas.hr/sokirao-sve-muskarac-s-mitraljezom-u-rukama-upao-na-zabavu-i-zapucao/,NEGATIVE
https://www.dalmacijadanas.hr/na-odjelima-imamo-od-25-ili-27-godina-s-teskim-klinickim-slikama-i-s-jednom-nogom-prema-respiratoru/,NEGATIVE
https://www.dalmacijadanas.hr/uzas-u-susjedstvu-preminula-beba-rodena-s-koronavirusom/,NEGATIVE
https://www.dalmacijadanas.hr/tuga-u-hrvatskoj-od-posljedica-korone-preminuo-legendarni-hokejas-pocivao-u-miru-dragi-nas-prijatelju/,NEGATIVE
https://www.dalmacijadanas.hr/korona-u-hrvatskoj-stozeri-objavljuju-podatke-evo-koliko-danas-imamo-novozarazenih-u-hrvatskoj/,NEGATIVE
https://www.dalmacijadanas.hr/studija-iz-splita-fuchs-kod-1000-testirane-djece-niti-jedno-nije-bilo-asimptomatski-pozitivno/,NEGATIVE
https://www.dalmacijadanas.hr/nesluzbeni-podaci-testirano-oko-7530-ljudi-evo-koliko-je-novooboljelih/,NEGATIVE
https://www.dalmacijadanas.hr/zasto-je-ceska-pri-vrhu-ljestvice-po-broju-umrlih-od-koronavirusa/,NEGATIVE
https://www.dalmacijadanas.hr/velika-tuga-svojom-ljudskoscu-iskrenoscu-i-osobnoscu-cinio-je-sve-nas-boljim-ljudima/,NEGATIVE
https://www.dalmacijadanas.hr/preminulo-je-37-osoba-evo-koliko-je-novih-covid-slucajeva-u-hrvatskoj/,NEGATIVE
https://www.dalmacijadanas.hr/brojke-su-i-dalje-visoke-evo-koliko-je-danas-novih-covid-slucajeva-u-hrvatskoj/,NEGATIVE
https://www.dalmacijadanas.hr/zuti-na-cekanju-protiv-koga-za-ostanak-u-aba-ligi/,NEGATIVE
https://www.dalmacijadanas.hr/zadar-dobio-split-novi-prvenstveni-poraz-zutih/,NEGATIVE
https://www.dalmacijadanas.hr/roko-ukic-pozitivan-na-korona-virus/,NEGATIVE
https://www.dalmacijadanas.hr/bolan-poraz-kk-splita-u-susretu-protiv-borca-izgubljena-utakmica-vazna-za-ostanak-u-aba-ligi/,NEGATIVE
https://www.dalmacijadanas.hr/hajduk-u-milijunskoj-dubiozi-teba-mu-europa-za-oporavak-ukida-se-hajduk-ii-na-placi-cak-41-igrac/,NEGATIVE
https://www.dalmacijadanas.hr/nikad-nije-prerano-netko-se-jako-pozurio-rezervirati-svoje-mjesto-na-plazi-prije-sezone/,NEGATIVE
https://www.dalmacijadanas.hr/nekad-bilo-sad-se-spominjalo-evo-kako-je-izgledalo-druzenje-sa-stipom-legendom/,NEGATIVE
https://www.dalmacijadanas.hr/zgodna-splicanka-se-trajno-preselila-u-zagreb-ivana-gudelj-novo-je-lice-na-sptv-u/,NEGATIVE
https://www.dalmacijadanas.hr/covid-bukti-u-dalmaciji-ivo-ivic-zabrinut-imamo-veliki-broj-hospitaliziranih/,NEGATIVE
https://www.dalmacijadanas.hr/objavljeno-kako-ce-izgledati-ovogodisnje-obiljezavanje-dana-grada-splita-i-blagdana-svetog-dujma/,NEGATIVE
https://www.dalmacijadanas.hr/nakon-odluke-stozera-ova-dalmatinska-opcina-od-sutra-uvodi-stroge-mjere/,NEGATIVE
https://www.dalmacijadanas.hr/najnoviji-podaci-u-splitskoj-bolnici-sest-preminulih-najvise-novozarazenih-iz-splita-i-kastela/,NEGATIVE
https://www.dalmacijadanas.hr/ceka-se-u-redovima-danas-svi-zele-u-jokera-evo-sto-smo-snimili/,NEGATIVE
https://www.dalmacijadanas.hr/oglasio-se-stozer-o-organiziranju-nastave-na-podrucju-splitsko-dalmatinske-zupanije/,NEGATIVE
https://www.dalmacijadanas.hr/novi-skok-najvise-zarazenih-danas-u-splitu-makarskoj-i-solinu-preminule-svije-osobe/,NEGATIVE
https://www.dalmacijadanas.hr/splitski-ulicni-sviraci-na-mukama-prolaze-kroz-sumu-birokracije-apsurdni-zakon-ih-unistava/,NEGATIVE
https://www.dalmacijadanas.hr/korona-party-na-bracu-vatrogasni-zapovjednik-organizirao-zabavu-policija-nam-otkrila-sve-detalje-bilo-je-nazocno-13-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/brojke-nisu-dobre-porast-u-sd-zupaniji-evo-koliko-je-covid-pozitivnih-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/osjetan-porast-evo-koliko-je-danas-novozarazenih-u-splitsko-dalmatinskoj-zupaniji/,NEGATIVE
https://www.dalmacijadanas.hr/krstulovic-opara-opleo-po-kerumu-i-stanisicu-vjerujem-da-gradani-sada-znaju-tko-blokira-ovaj-grad/,NEGATIVE
https://www.dalmacijadanas.hr/marijana-puljak-pozvala-gradane-zaustavimo-keruma-i-hdz-najveca-su-opasnost/,NEGATIVE
https://www.dalmacijadanas.hr/stigli-podaci-splitskog-stozera-od-220-novooboljelih-gotovo-polovica-ih-je-iz-splita/,NEGATIVE
https://www.dalmacijadanas.hr/totalna-neizvjesnost-na-gv-jos-uvijek-nije-zapocela-sjednica-traju-pregovori/,NEGATIVE
https://www.dalmacijadanas.hr/stanje-u-sd-zupaniji-u-posljednja-24-sata-preminule-4-osobe-evo-koliko-je-novooboljelih/,NEGATIVE
https://www.dalmacijadanas.hr/proboj-korone-u-staracki-dom-u-dalmaciji-vecina-korisnika-je-cijepljena-s-dvije-doze/,NEGATIVE
https://www.dalmacijadanas.hr/odrzan-sastanak-o-temi-sredisnje-proslave-svetog-dujma-evo-sto-je-odluceno/,NEGATIVE
https://www.dalmacijadanas.hr/korona-se-razbuktala-na-bracu-na-otoku-odgovornost-svaljuju-na-vatrogasnog-zapovjednika-evo-sto-on-kaze/,NEGATIVE
https://www.dalmacijadanas.hr/za-naruciti-10-ljudi-za-cijepljenje-pfizerom-treba-obaviti-10-ili-11-poziva-a-za-cijepljenje-10-ljudi-astrazenecom-15-16-ili-17-poziva/,NEGATIVE
https://www.dalmacijadanas.hr/stizu-nove-brojke-deset-novih-slucajeva-u-sd-zupaniji-evo-odakle-su-novooboljeli/,NEGATIVE
https://www.dalmacijadanas.hr/korona-u-dalmaciji-zaraza-se-prosirila-u-jednom-starackom-domu-vecina-korisnika-je-zarazena/,NEGATIVE
https://www.dalmacijadanas.hr/velika-kolona-u-dalmaciji-mnogi-su-krenuli-na-covid-testiranje-izbjegavajte-ovaj-smjer-kretanja/,NEGATIVE
https://www.dalmacijadanas.hr/ovaj-dalmatinski-otocki-grad-zabranjuje-drzanje-domacih-zivotinja-opg-ovi-na-nogama-gradonacelnica-smiruje-situaciju/,NEGATIVE
https://www.dalmacijadanas.hr/na-respiratoru-22-osobe-u-splitsko-dalmatinskoj-zupaniji-288-novooboljelih-preminula-jedna-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/mestrovic-o-nestasici-lijekova-od-iduceg-tjedna-bi-pacijenti-trebali-primati-svoju-terapiju-prema-protokolima/,NEGATIVE
https://www.dalmacijadanas.hr/novi-podaci-u-sdz-vise-od-300-novooboljelih-najvise-iz-splita-imotskog-i-kastela-nema-preminulih-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/civilci-u-ophodnji-na-znjanu-u-kontroli-provjeravaju-tko-krsi-mjere/,NEGATIVE
https://www.dalmacijadanas.hr/sef-splitske-onkologije-kemoterapije-se-odgadaju-sve-ide-na-kapaljku-steta-je-u-psiholoskom-momentu/,NEGATIVE
https://www.dalmacijadanas.hr/novi-podaci-na-podrucju-splitsko-dalmatinske-zupanije-preminule-4-osobe-najvise-novozarazenih-iz-splita-kastela-makarske-i-sinja/,NEGATIVE
https://www.dalmacijadanas.hr/u-splitskoj-bolnici-preminuo-general-hv-a-i-hvo-a/,NEGATIVE
https://www.dalmacijadanas.hr/ugostiteljima-produljenje-mjera-u-grad-splitu-evo-svih-detalja/,NEGATIVE
https://www.dalmacijadanas.hr/poziv-iz-hrvatskih-suma-u-petak-javna-prezentacija-programa-upravljanja-marjanom-dijelom-u-vlasnistvu-drzave/,NEGATIVE
https://www.dalmacijadanas.hr/vapaj-slavka-iz-srinjina-zena-mi-je-onkoloski-bolesnik-satima-sam-cekao-da-bi-mi-rekli-da-lijeka-nema/,NEGATIVE
https://www.dalmacijadanas.hr/korona-hara-dalmacijom-gotovo-svi-ucenici-i-studenti-u-sd-zupaniji-prelaze-na-online-nastavu-evo-detalja/,NEGATIVE
https://www.dalmacijadanas.hr/ogromne-brojke-u-sd-zupaniji-vise-od-440-zarazenih-najvise-ih-je-iz-splita-i-sinja/,NEGATIVE
https://www.dalmacijadanas.hr/alarmantne-brojke-u-sd-zupaniji-preko-440-novooboljelih-ocekuju-se-sluzbeni-podaci-zupanijskog-stozera/,NEGATIVE
https://www.dalmacijadanas.hr/solinski-gradski-vijecnici-odradili-posljednju-sjednicu-gradskog-vijeca/,NEGATIVE
https://www.dalmacijadanas.hr/danas-je-odrzana-posljednja-sjednica-gradskog-vijeca-grada-solina/,NEGATIVE
https://www.dalmacijadanas.hr/na-splitskom-podrucju-314-novooboljelih-3-osobe-preminule-evo-odakle-su-novozarazeni/,NEGATIVE
https://www.dalmacijadanas.hr/splitsko-dalmatinska-zupanija-danas-ima-preko-300-novooboljelih/,NEGATIVE
https://www.dalmacijadanas.hr/alarmantna-covid-situacija-u-dalmaciji-lijecnik-upozorava-u-subotu-smo-otvorili-novi-odjel-vec-je-pun/,NEGATIVE
https://www.dalmacijadanas.hr/splitsko-dalmatinska-zupanija-cak-32-posto-testiranih-su-pozitivni-preminula-zena-48-godina/,NEGATIVE
https://www.dalmacijadanas.hr/nove-mjere-od-sutra-u-jednoj-dalmatinskoj-zupaniji-maske-na-otvorenom-jos-kraci-rad-kafica/,NEGATIVE
https://www.dalmacijadanas.hr/direktor-dalmatinskog-hotela-cekamo-borisa-johnsona-da-se-obrati-javnosti-i-pusti-britance/,NEGATIVE
https://www.dalmacijadanas.hr/stozer-u-dalmaciji-trazi-uvodenje-strozih-mjera-evo-detalja/,NEGATIVE
https://www.dalmacijadanas.hr/josip-peric-s-mertojaka-upozorio-proljece-je-a-u-parku-mertojak-pustinja/,NEGATIVE
https://www.dalmacijadanas.hr/alarmantno-u-dalmaciji-jedan-stozer-predlaze-nove-covid-mjere-maske-na-otvorenom-zatvaranje-kafica-i-restorana-u-20-sati/,NEGATIVE
https://www.dalmacijadanas.hr/hoce-li-doci-do-postrozavanja-mjera-ozren-polasek-iz-splita-komentirao-ovisit-ce-o-tome-hoce-li-se-nakon-blagdana-nastaviti-dinamika-porasta/,NEGATIVE
https://www.dalmacijadanas.hr/dozupan-luka-brcic-vrlo-zabrinut-stanje-u-sdz-u-nije-dobro-dosta-zarazenih-dolazi-iz-prostora-raznih-oblika-privatnih-okupljanja/,NEGATIVE
https://www.dalmacijadanas.hr/uzasni-podaci-iz-jedne-dalmatinske-zupanije-vise-od-60-novih-slucajeva-testirali-su-80-uzoraka/,NEGATIVE
https://www.dalmacijadanas.hr/korona-u-splitsko-dalmatinskoj-preminula-je-jedna-osoba-evo-koliko-je-novozarazenih/,NEGATIVE
https://www.dalmacijadanas.hr/preminule-tri-osobe-u-splitsko-dalmatinskoj-zupaniji-60-novooboljelih/,NEGATIVE
https://www.dalmacijadanas.hr/albansko-smece-zatrpalo-obale-korcule-prizori-su-uzasni/,NEGATIVE
https://www.dalmacijadanas.hr/polnocka-pod-mjerama-brojni-splicani-stoje-ispred-crkve-evo-kako-izgleda-misa-u-stobrecu/,NEGATIVE
https://www.dalmacijadanas.hr/sve-je-vise-lokacija-u-splitu-na-kojima-se-dogadaju-masovna-okupljanja-mladih-policija-obisla-ovcice-lovrinac-i-mertojak/,NEGATIVE
https://www.dalmacijadanas.hr/zamjenik-ravnatelja-kbc-a-split-neki-pacijenti-ne-mogu-dobiti-skrb-koju-trebaju-moglo-bi-biti-vece-smrtnosti/,NEGATIVE
https://www.dalmacijadanas.hr/stigli-podaci-sd-stozera-preminulo-troje-ljudi-144-novozarazene-osobe-evo-odakle-su/,NEGATIVE
https://www.dalmacijadanas.hr/kaos-na-liniji-zagreb-split-putnik-je-pusio-i-pio-stali-smo-par-puta-da-kupi-jos-piva/,NEGATIVE
https://www.dalmacijadanas.hr/policija-okupirala-zentu-doznali-smo-sto-se-dogada/,NEGATIVE
https://www.dalmacijadanas.hr/pogorsava-se-stanje-s-koronom-splitski-anesteziolog-nikad-nije-bilo-gore-sve-je-vise-mladih-situacija-nije-dobra/,NEGATIVE
https://www.dalmacijadanas.hr/dileme-oko-imena-tko-je-svetac-po-kojemu-bi-se-mogao-zvati-splitski-aerodrom/,NEGATIVE
https://www.dalmacijadanas.hr/skoro-najgori-u-hrvatskoj-evo-koliko-je-novih-slucajeva-u-sd-zupaniji-split-biljezi-visoke-brojke/,NEGATIVE
https://www.dalmacijadanas.hr/teska-covid-situacija-ogromne-brojke-u-sd-zupaniji-ocekuju-se-sluzbeni-podaci/,NEGATIVE
https://www.dalmacijadanas.hr/korona-hara-splitom-dosta-novozarazenih-medu-skolskom-djecom-u-splitskoj-bolnici-obustavljeni-svi-zahvati-osim-hitnih/,NEGATIVE
https://www.dalmacijadanas.hr/ogromne-brojke-u-splitsko-dalmatinskoj-zupaniji-znatno-vise-zarazenih-nego-jucer-najgore-je-u-splitu/,NEGATIVE
https://www.dalmacijadanas.hr/detalji-novih-mjera-za-zupaniju-na-rivu-se-nece-vise-moci-bez-maske-obustavljaju-se-probe-zborova-i-plesnih-skola-teretane-mogu-raditi/,NEGATIVE
https://www.dalmacijadanas.hr/otkazuju-se-neprioritetne-operacije-karin-otkrila-sto-je-dovelo-do-eksplozije-koronavirusa-u-splitsko-dalmatinskoj-zupaniji/,NEGATIVE
https://www.dalmacijadanas.hr/stroze-mjere-u-splitsko-dalmatinskoj-zupaniji-splitski-ugostitelj-ovime-smo-ostali-bez-najvaznijeg-dijela-prihoda/,NEGATIVE
https://www.dalmacijadanas.hr/ogroman-porast-novooboljelih-u-sdz-preminule-tri-osobe-evo-koliko-je-novozarazenih-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/zeljka-karin-bolnica-puca-po-savovima-trazili-smo-maske-na-otvorenom/,NEGATIVE
https://www.dalmacijadanas.hr/zupanijska-sjednica-na-fesb-u-zapocelo-je-dosta-burno-ali-ubrzo-se-smirilo-potrosilo-se-40-milijuna-od-vucevice-do-tunela-kojeg-nema/,NEGATIVE
https://www.dalmacijadanas.hr/sef-splitske-infektologije-to-su-tezi-bolesnici-mladi-nego-prije/,NEGATIVE
https://www.dalmacijadanas.hr/lose-vijesti-iz-splitske-bolnice-udvostrucen-broj-covid-pacijenata-sve-sto-nije-hitno-stopira-se-dok-se-situacija-ne-popravi/,NEGATIVE
https://www.dalmacijadanas.hr/stizu-nove-mjere-evo-sto-predlaze-splitsko-dalmatinski-stozer-civilne-zastite/,NEGATIVE
https://www.dalmacijadanas.hr/nove-brojke-za-splitsko-podrucje-preminuo-jedan-muskarac-evo-koliko-je-novooboljelih-osoba/,NEGATIVE
https://www.dalmacijadanas.hr/zabrinjavajuci-porast-puni-se-splitska-bolnica-za-vikend-primljen-31-pacijent/,NEGATIVE
https://www.dalmacijadanas.hr/hitni-medicinski-prijevoz-muskarac-44-pozitivan-na-koronu-prevezen-u-zagreb/,NEGATIVE
https://www.dalmacijadanas.hr/odgodena-procesija-za-krizen-prekida-se-tradicija-stara-preko-400-godina/,NEGATIVE
https://www.dalmacijadanas.hr/stozer-objavio-podatke-za-sdz-u-kbc-u-split-ponovno-preko-150-hospitaliziranih-preko-20-posto-testiranih-su-pozitivni/,NEGATIVE
https://www.dalmacijadanas.hr/split-na-samom-vrhu-treci-je-najskuplji-grad-u-europi-prema-cijenama-nekretnina/,NEGATIVE
https://www.dalmacijadanas.hr/ogorman-broj-novozarazenih-ivo-ivic-ljudi-su-se-od-neodgovornog-poceli-jos-neodgovornije-ponasati/,NEGATIVE
https://www.dalmacijadanas.hr/preminule-dvije-osobe-cak-263-novooboljelih-u-splitsko-dalmatinskoj-zupaniji-veliki-broj-pacijenata-na-respiratoru/,NEGATIVE
https://www.dalmacijadanas.hr/foto-i-video-cvjetnica-u-splitu-barisic-treba-nam-solidarnost-ljudskost-i-poniznost/,NEGATIVE
